,course_name,description,url,clean_text
2733,International and Cross-Cultural Negotiation,"All of us are aware that cultural differences are significant and that they affect how we interact with others in business and in leisure activities. But what is culture exactly, and how does it impact on negotiation, in particular? ",https://www.coursera.org/learn/international-negotiation?specialization=negotiation-mediation-conflict-resolution,aware cultural difference significant affect interact business leisure activity culture exactly impact negotiation particular
2734,The Economics of Health Care Delivery,"In this course, you’ll learn about the key components of health care, and the economics behind their principles and pricing strategies. Professors Ezekiel Emanuel of Penn Medicine and Guy David of  the Wharton School have designed this course to help you understand the complex structure of the health care system and health insurance. Through study and analysis of providers and insurance through an economic lens, you’ll learn how basic economic principles apply to both principles and payment methods. By the end of this course, you’ll be able to identify different types of health care providers and understand the dynamic between the providers and patient so you can employ best practices and maximize profit for your health care organization.",https://www.coursera.org/learn/health-economics-us-healthcare-systems?specialization=healthcare-administration-management,course learn key component health care economic principle pricing strategy professor ezekiel emanuel penn medicine guy david wharton school design course help understand complex structure health care system health insurance study analysis provider insurance economic lens learn basic economic principle apply principle payment method end course able identify different type health care provider understand dynamic provider patient employ good practice maximize profit health care organization
2735,Principles of UX/UI Design,"Learn the fundamentals of User Experience (UX) research and design. Become immersed in the UX process of identifying problems and iterating and testing designs to find appropriate solutions. You’ll learn how to empathize with users through best-practice research approaches, and create common UX artifacts such as user personas. And you’ll use UX insights to make appropriate design decisions. ",https://www.coursera.org/learn/principles-of-ux-ui-design?specialization=meta-react-native,learn fundamental user experience ux research design immerse ux process identify problem iterate test design find appropriate solution learn empathize user good practice research approach create common ux artifact user persona use ux insight appropriate design decision
2736,Electronic Music Performance Techniques,"From the Moog analog synthesizers in the 1960s to the contemporary usage of computers, performance controllers, and mobile devices, Electronic Digital Instruments (EDIs) have long been capable of offering artists a new range of musical expression. In this one-of-a-kind course, you'll learn the essential skills you need to perform on an EDI. ",https://www.coursera.org/learn/edi-performance-techniques?specialization=electronic-music-production,moog analog synthesizer contemporary usage computer performance controller mobile device electronic digital instruments edis long capable offer artist new range musical expression kind course learn essential skill need perform edi
2737,Basic Statistics,"Understanding statistics is essential to understand research in the social and behavioral sciences. In this course you will learn the basics of statistics; not just how to calculate them, but also how to evaluate them. This course will also prepare you for the next course in the specialization - the course Inferential Statistics. ",https://www.coursera.org/learn/basic-statistics?specialization=social-science,understand statistic essential understand research social behavioral science course learn basic statistic calculate evaluate course prepare course specialization course inferential statistics
2738,Visual Perception,The ultimate goal of a computer vision system is to generate a detailed symbolic description of each image shown. This course focuses on the all-important problem of perception. ,https://www.coursera.org/learn/perception?specialization=firstprinciplesofcomputervision,ultimate goal computer vision system generate detailed symbolic description image course focus important problem perception
2740,Capstone - Launch Your Own Business!,"It is a cliché, but nevertheless very true. Experience is the best teacher. It is also the best confidence builder. It is time for you to take action! The concepts and skills presented throughout the courses in the specialization are applied in this capstone course where you will launch an actual business.",https://www.coursera.org/learn/start-your-own-business-project?specialization=start-your-own-business,cliché true experience good teacher good confidence builder time action concept skill present course specialization apply capstone course launch actual business
2741,Fashion Design,"Fashion design is about looking to the future to innovate for today, but it is important to understand the foundation of the design process. In this course, you will learn about technological developments in fashion design, 3D and digital printing, and artisanal design and craftsmanship. You’ll explore building your brand through design aesthetics, materials, silhouettes and fit. You’ll discover the importance of collaboration with other designers and how new modes of thinking and inspiration are integral to the design process. Finally, you’ll examine the future of fashion forecasting, and how the observation of trends, social movements, politics, environmentalism, and pop culture are crucial to  building your brand strategy.",https://www.coursera.org/learn/fashion-design-process?specialization=transforming-fashion-business,fashion design look future innovate today important understand foundation design process course learn technological development fashion design digital printing artisanal design craftsmanship explore build brand design aesthetic material silhouette fit discover importance collaboration designer new mode thinking inspiration integral design process finally examine future fashion forecasting observation trend social movement politic environmentalism pop culture crucial build brand strategy
2742,Software Security ,"This course we will explore the foundations of software security. We will consider important software vulnerabilities and attacks that exploit them -- such as buffer overflows, SQL injection, and session hijacking -- and we will consider defenses that prevent or mitigate these attacks, including advanced testing and program analysis techniques. Importantly, we take a ""build security in"" mentality, considering techniques at each phase of the development cycle that can be used to strengthen the security of software systems. Successful learners in this course typically have completed sophomore/junior-level undergraduate work in a technical field, have some familiarity with programming, ideally in C/C++ and one other ""managed"" program language (like ML or Java), and have prior exposure to algorithms. Students not familiar with these languages but with others can improve their skills through online web tutorials.",https://www.coursera.org/learn/software-security?specialization=cyber-security,course explore foundation software security consider important software vulnerability attack exploit buffer overflow sql injection session hijacking consider defense prevent mitigate attack include advanced testing program analysis technique importantly build security mentality consider technique phase development cycle use strengthen security software system successful learner course typically complete sophomore junior level undergraduate work technical field familiarity programming ideally c manage program language like ml java prior exposure algorithm student familiar language improve skill online web tutorial
2743,Java Class Library,"Java Class Library is the fourth and final course in the Core Java Specialization. The Core Java Specialization is part of a series of programming specializations, derived from LearnQuest's private Java Bootcamps, designed to provide the skill set necessary to be hired as an IT developer using Java in many corporate environments.",https://www.coursera.org/learn/java-class-library?specialization=core-java,java class library fourth final course core java specialization core java specialization series programming specialization derive learnquest private java bootcamps design provide skill set necessary hire developer use java corporate environment
2746,Usable Security,"This course focuses on how to design and build secure systems with a human-centric focus. We will look at basic principles of human-computer interaction, and apply these insights to the design of secure systems with the goal of developing security measures that respect human performance and their goals within a system.",https://www.coursera.org/learn/usable-security?specialization=cyber-security,course focus design build secure system human centric focus look basic principle human computer interaction apply insight design secure system goal develop security measure respect human performance goal system
2748,Prepare for the EMT Certification Test,Welcome to your final course in Become and EMT!  Prepare for the National Registry exam. ,https://www.coursera.org/learn/prepare-emt-certification-test?specialization=become-an-emt,welcome final course emt prepare national registry exam
2749,Assessing Cultural Climate,Assessment is an integral part of any strategic effort. This course provides a familiarization of assessment practices and provides learners with various traditional and nontraditional methods of measurement to assist in making informed improvements to their DE&I initiatives.  You will also expand your knowledge in creating bias-free and inclusive evaluation tools with special emphasis placed on assessing organizational climate and culture.,https://www.coursera.org/learn/assessing-cultural-climate?specialization=organizational-leadership-in-diversity-equity-and-inclusion,assessment integral strategic effort course provide familiarization assessment practice provide learner traditional nontraditional method measurement assist informed improvement initiative expand knowledge create bias free inclusive evaluation tool special emphasis place assess organizational climate culture
2750,Cloud Computing Foundations,"Welcome to the first course in the Building Cloud Computing Solutions at Scale Specialization! In this course, you will learn how to build foundational Cloud computing infrastructure, including websites involving serverless technology and virtual machines. You will also learn how to apply Agile software development techniques to projects which will be useful in building portfolio projects and global-scale Cloud infrastructures. ",https://www.coursera.org/learn/cloud-computing-foundations-duke?specialization=building-cloud-computing-solutions-at-scale,welcome course building cloud computing solutions scale specialization course learn build foundational cloud computing infrastructure include website involve serverless technology virtual machine learn apply agile software development technique project useful build portfolio project global scale cloud infrastructure
2751,Google Drive en Español,"Google Drive es el servicio de almacenamiento de archivos de Google basado en la nube. Con Google Drive, puede guardar todo su trabajo en un lugar, ver diferentes formatos de archivos sin tener que usar software adicional y acceder a sus archivos desde cualquier dispositivo.",https://www.coursera.org/learn/google-drive-es?specialization=getting-started-with-google-workspace-es,google drive es el servicio de almacenamiento de archivos de google basado en la nube con google drive puede guardar todo su trabajo en un lugar ver diferente formato de archivos sin tener que usar software adicional y acceder sus archivos desde cualquier dispositivo
2752,Interfacing with the Arduino,"Arduino senses the environment by receiving inputs from add-on devices such as sensors, and can control the world around it by adjusting lights, motors, and other actuators. In this class you will learn how and when to use the different types of sensors and how to connect them to the Arduino. Since the external world uses continuous or analog signals and the hardware is digital you will learn how these signals are converted back-and-forth and how this must be considered as you program your device. You'll also learn about the use of Arduino-specific shields and the shields software libraries to interface with the real world. Please note that this course does not include discussion forums.",https://www.coursera.org/learn/interface-with-arduino?specialization=iot,arduino sense environment receive input add device sensor control world adjust light motor actuator class learn use different type sensor connect arduino external world use continuous analog signal hardware digital learn signal convert forth consider program device learn use arduino specific shield shield software library interface real world note course include discussion forum
2753,Building Products at Global Scale,Sponsored by AMAZON WEB SERVICES (AWS). ,https://www.coursera.org/learn/real-world-engineering-management-3?specialization=real-world-engineering-management,sponsor amazon web services aws
2754,Advanced Clinical Data Science,This course prepares you to deal with advanced clinical data science topics and techniques including temporal and research quality analysis.,https://www.coursera.org/learn/advanced-clinical-data-science?specialization=clinical-data-science,course prepare deal advanced clinical data science topic technique include temporal research quality analysis
2755,Fundamentals of Immunology: Innate Immunity and B-Cell Function,Course 1 of a three course specialization called Fundamentals of Immunology. Each course in the specialization presents material that builds on the previous course's material.,https://www.coursera.org/learn/immunologyfundamentalsimmunitybcells?specialization=immunology,course course specialization fundamentals immunology course specialization present material build previous course material
2756,Business English for Cross-cultural Communication,"This course aims to prepare you for working in an cross-cultural Business setting. We'll learn about common cross-cultural theories and how they are relevant to everyday business practices in a globalised world. By combining all of your vocabulary, reading, speaking, and writing skills that you acquired in the previous three courses, you will learn how language plays an important role in cross-cultural communication. You will also enhance your cross-cultural understanding and will be able to use vocabulary, tone and style, and spoken and written communication skills within a cross-cultural Business context. Skills learned in this course help prepare you to deliver the professional business presentation in the Capstone project.",https://www.coursera.org/learn/cross-cultural-communication-business?specialization=business-english-speakers,course aim prepare work cross cultural business setting learn common cross cultural theory relevant everyday business practice globalised world combine vocabulary reading speak write skill acquire previous course learn language play important role cross cultural communication enhance cross cultural understanding able use vocabulary tone style speak write communication skill cross cultural business context skill learn course help prepare deliver professional business presentation capstone project
2759,Account Management & Sales Force Design,"The first course in the Sales Operations/Management Specialization, Account Management & Salesforce Design aims to introduce learners to a variety of sales methods. Students will gain knowledge on steps in strategic planning and sales management, responsibilities of a sales manager, kinds of sales operations, a recap of the personal selling process, and the concept of a buying center.",https://www.coursera.org/learn/account-management?specialization=sales-operations,course sales operations management specialization account management salesforce design aim introduce learner variety sale method student gain knowledge step strategic planning sale management responsibility sale manager kind sale operation recap personal selling process concept buying center
2761,Reviews & Metrics for Software Improvements,"This course covers techniques for monitoring your projects in order to align client needs, project plans, and software production. It focuses on metrics and reviews to track and improve project progress and software quality.",https://www.coursera.org/learn/reviews-and-metrics-for-software-improvements?specialization=product-management,course cover technique monitor project order align client need project plan software production focus metric review track improve project progress software quality
2762,Building No-Code Apps with AppSheet: Automation,"This course helps you recognize the need to implement business process automation in your organization. You learn about automation patterns and use cases, and how to use AppSheet constructs to implement automation in your app. You learn about the various features of AppSheet automation, and integrate your app with Google Workspace products. You also learn how to send email, push notifications and text messages from your app, parse documents and generate reports with AppSheet automation.",https://www.coursera.org/learn/building-no-code-apps-with-appsheet-automation?specialization=building-no-code-apps-with-appsheet,course help recognize need implement business process automation organization learn automation pattern use case use appsheet construct implement automation app learn feature appsheet automation integrate app google workspace product learn send email push notification text message app parse document generate report appsheet automation
2763,Alternative Approaches to Valuation and Investment,"In this course, participants will develop an understanding of the intuitive foundations of asset and investment valuation, and how alternative valuation techniques may be used in practice. This is part of a Specialization in corporate finance created in partnership between the University of Melbourne and Bank of New York Mellon (BNY Mellon). ",https://www.coursera.org/learn/valuation?specialization=learn-finance,course participant develop understanding intuitive foundation asset investment valuation alternative valuation technique use practice specialization corporate finance create partnership university melbourne bank new york mellon bny mellon
2764,Programming Fundamentals,"Programming is an increasingly important skill, whether you aspire to a career in software development, or in other fields. This course is the first in the specialization Introduction to Programming in C, but its lessons extend to any language you might want to learn. This is because programming is fundamentally about figuring out how to solve a class of problems and writing the algorithm, a clear set of steps to solve any problem in its class. This course will introduce you to a powerful problem-solving process—the Seven Steps—which you can use to solve any programming problem. In this course, you will learn how to develop an algorithm, then progress to reading code and understanding how programming concepts relate to algorithms.",https://www.coursera.org/learn/programming-fundamentals?specialization=c-programming,programming increasingly important skill aspire career software development field course specialization introduction programming c lesson extend language want learn programming fundamentally figure solve class problem write algorithm clear set step solve problem class course introduce powerful problem solve process seven steps use solve programming problem course learn develop algorithm progress read code understand programming concept relate algorithm
2765,Business Applications of Hypothesis Testing and Confidence Interval Estimation ,Confidence intervals and Hypothesis tests are very important tools in the Business Statistics toolbox. A mastery over these topics will help enhance your business decision making and allow you to understand and measure the extent of ‘risk’ or ‘uncertainty’ in various business processes. ,https://www.coursera.org/learn/hypothesis-testing-confidence-intervals?specialization=business-statistics-analysis,confidence interval hypothesis test important tool business statistics toolbox mastery topic help enhance business decision making allow understand measure extent risk uncertainty business process
2766,Online education: The foundations of online teaching,"In a world that’s quickly becoming dominated by mobile technology, flexible working opportunities and a post-pandemic economy, online learning is here to stay. This course introduces you to the basics of reimagining, redesigning and optimising face-to-face offerings for the online environment so that learners feel connected, engaged and motivated to learn.",https://www.coursera.org/learn/the-foundations-of-online-teaching?specialization=online-learning-design-educators,world quickly dominate mobile technology flexible work opportunity post pandemic economy online learning stay course introduce basic reimagine redesign optimise face face offering online environment learner feel connected engage motivate learn
2767,Inspiring and Motivating Individuals,"In this course, you will learn how to create a shared vision for your team and effectively communicate it to your teammates. You will also learn how to set effective goals and expectations in a way that best enables your team to attain the shared vision. Finally, you will understand the most important needs and drivers of performance across cultures, and will learn to align rewards with desired behaviors so that your teammates are motivated to attain the team’s objectives. ",https://www.coursera.org/learn/motivate-people-teams?specialization=leading-teams,course learn create share vision team effectively communicate teammate learn set effective goal expectation way enable team attain shared vision finally understand important need driver performance culture learn align reward desire behavior teammate motivate attain team objective
2769,Evaluation of Digital Health Interventions,"This course focuses on data, evaluation methods and the economic evaluation of digital health interventions. This module focuses on key data considerations for digital health including data management, data visualisation and methods for evaluating digital health interventions. The key focus is on experimental and quasi-experimental design approaches that can be applied to evaluating digital health interventions and key considerations for the economic evaluation of digital health interventions.",https://www.coursera.org/learn/evaluation-of-digital-health-interventions?specialization=digitalhealth,course focus datum evaluation method economic evaluation digital health intervention module focus key data consideration digital health include datum management datum visualisation method evaluate digital health intervention key focus experimental quasi experimental design approach apply evaluate digital health intervention key consideration economic evaluation digital health intervention
2771,Professional Skills for International Business,This course provides insight into the key professional skills needed by managers at all levels of an organisation. You’ll learn key skills such as how to make a positive first impression; how to become a role model at work; effective time and resource management; and networking.,https://www.coursera.org/learn/professional-skills-networking?specialization=mba,course provide insight key professional skill need manager level organisation learn key skill positive impression role model work effective time resource management network
2772,Resolución de problemas por búsqueda,El curso trata de resolución automática de problemas por medio de algoritmos de búsqueda.,https://www.coursera.org/learn/resolucion-busqueda?specialization=inteligencia-artificial,el curso trata de resolución automática de problemas por medio de algoritmos de búsqueda
2773,Introduction to Market Research,"This course concentrates on the foundations of market research. You will be introduced to the essentials and nature of market research, the research process and the importance of a research proposal. Focus will be devoted to problem formulation, problem solving, research questions and research objectives. The course will be completed with a discussion of ethics on market research.  ",https://www.coursera.org/learn/market-research-course-1?specialization=market-research-market-research,course concentrate foundation market research introduce essential nature market research research process importance research proposal focus devoted problem formulation problem solving research question research objective course complete discussion ethic market research
2774,Social Entrepreneurship,"How do we create  innovative and effective solutions to social problems around the world ? This course was designed for individuals and organizations who want to identify and bring about transformative societal change. Professors Jim Thompson and Ian “Mac” MacMillan help you develop both a strategy and a framework for your social enterprise based on their years of experience and expertise teaching social entrepreneurship and advising entrepreneurs. You’ll learn how to define a social problem, understand contextual realities, develop a solution, and plan for effective deployment. By the end of this course, you’ll have a deep understanding of the realities of launching an enterprise, be prepared for every step of the process, and put your social entrepreneurial venture on the path to success.",https://www.coursera.org/learn/wharton-social-entrepreneurship?specialization=wharton-global-business-strategy,create innovative effective solution social problem world course design individual organization want identify bring transformative societal change professor jim thompson ian mac macmillan help develop strategy framework social enterprise base year experience expertise teach social entrepreneurship advise entrepreneur learn define social problem understand contextual reality develop solution plan effective deployment end course deep understanding reality launch enterprise prepare step process social entrepreneurial venture path success
2775,C Programming: Advanced Data Types - 5,"In this course you will define your own data types in C, and use the newly created types to more efficiently store and process your data.",https://www.coursera.org/learn/c-programming-advanced-data-types?specialization=c-programming-linux,course define datum type c use newly create type efficiently store process datum
2776,Pricing Strategy in Practice,"In this project-centered course, Darden's Ron Wilcox and BCG's Thomas Kohler will walk you through a real-world case, from problem statement to detailed analyses. You'll use all three lenses (cost, customer value, and competition) to recommend an optimal price—and then adjust to market disruptions. Utilizing the concepts, tools and techniques taught in previous Specialization courses—from basic techniques of economics to knowledge of customer segments, willingness to pay, and customer decision making to analysis of market prices, share, and industry dynamics—you will practice setting profit maximizing prices to improve price realization. You'll finish the course with a portfolio-building project that demonstrates your pricing prowess from this Darden School of Business at the University of Virginia and Boston Consulting Group course.",https://www.coursera.org/learn/uva-darden-bcg-pricing-strategy-practice?specialization=uva-darden-bcg-pricing-strategy,project center course darden ron wilcox bcg thomas kohler walk real world case problem statement detailed analysis use lense cost customer value competition recommend optimal price adjust market disruption utilize concept tool technique teach previous specialization course basic technique economic knowledge customer segment willingness pay customer decision analysis market price share industry dynamic practice set profit maximize price improve price realization finish course portfolio building project demonstrate pricing prowess darden school business university virginia boston consulting group course
2778,Applied Social Network Analysis in Python,This course will introduce the learner to network analysis through tutorials using the NetworkX library. The course begins with an understanding of what network analysis is and motivations for why we might model phenomena as networks. The second week introduces the concept of connectivity and network robustness. The third week will explore ways of measuring the importance or centrality of a node in a network. The final week will explore the evolution of networks over time and cover models of network generation and the link prediction problem. ,https://www.coursera.org/learn/python-social-network-analysis?specialization=data-science-python,course introduce learner network analysis tutorial use networkx library course begin understanding network analysis motivation model phenomenon network second week introduce concept connectivity network robustness week explore way measure importance centrality node network final week explore evolution network time cover model network generation link prediction problem
2779,Collaborative Foresight: How to Game the Future,"You’ll never have a complete picture of what's possible in the future if you look at it from just one point of view. The best way to expand your vision? Engage as many people as you can, and “game out” the possibilities together. ",https://www.coursera.org/learn/collaborative-foresight?specialization=futures-thinking,complete picture possible future look point view good way expand vision engage people game possibility
2780,Introduction to Software Product Management,"This course highlights the importance and role of software product management. It also provides an overview of the specialization, as well as its goals, structure, and expectations. The course explains the value of process, requirements, planning, and monitoring in producing better software.",https://www.coursera.org/learn/introduction-to-software-product-management?specialization=product-management,course highlight importance role software product management provide overview specialization goal structure expectation course explain value process requirement planning monitor produce software
2781,Pattern Discovery in Data Mining,"Learn the general concepts of data mining along with basic methodologies and applications. Then dive into one subfield in data mining: pattern discovery. Learn in-depth concepts, methods, and applications of pattern discovery in data mining. We will also introduce methods for data-driven phrase mining and some interesting applications of pattern discovery. This course provides you the opportunity to learn skills and content to practice and engage in scalable pattern discovery methods on massive transactional data, discuss pattern evaluation measures, and study methods for mining diverse kinds of patterns, sequential patterns, and sub-graph patterns.",https://www.coursera.org/learn/data-patterns?specialization=data-mining,learn general concept datum mining basic methodology application dive subfield datum mining pattern discovery learn depth concept method application pattern discovery datum mining introduce method data drive phrase mining interesting application pattern discovery course provide opportunity learn skill content practice engage scalable pattern discovery method massive transactional datum discuss pattern evaluation measure study method diverse kind pattern sequential pattern sub graph pattern
2782,Introduction to Statistics & Data Analysis in Public Health,Welcome to Introduction to Statistics & Data Analysis in Public Health!,https://www.coursera.org/learn/introduction-statistics-data-analysis-public-health?specialization=statistical-analysis-r-public-health,welcome introduction statistics data analysis public health
2783,Developing Cloud Apps with Node.js and React,"In a recent Stack Overflow survey, Node.js was used by about 50% of the developers who answered the survey, making it the most used server-side technology. Express ranked as the fourth most popular web technology overall, making it the most popular server-side web framework.   ",https://www.coursera.org/learn/node-js?specialization=ibm-cloud-application-development-foundations,recent stack overflow survey use developer answer survey use server technology express rank fourth popular web technology overall popular server web framework
2784,Global Financial Markets and Instruments,Get a running start in the high-stakes world of financial investment! This first course is designed to help you become an informed investor by providing you with the essential concepts for long-term success in managing money. ,https://www.coursera.org/learn/global-financial-markets-instruments?specialization=investment-portolio-management,running start high stake world financial investment course design help informed investor provide essential concept long term success manage money
2785,Setting Expectations & Assessing Performance Issues,"If you don’t know where you are going, any road will take you there. One of the most important roles of a manager is to ensure everyone knows the destination. The most effective managers set expectations and assess their employees’ performance against those expectations, and take a coaching approach to helping them get to the destination. That’s exactly what you’ll learn to do in this course!",https://www.coursera.org/learn/coaching-expectations-performance?specialization=coaching-skills-manager,know road important role manager ensure know destination effective manager set expectation assess employee performance expectation coach approach help destination exactly learn course
2786,Managing Cloud-native Applications with Kubernetes,"Managing Cloud-native Applications with Kubernetes (DO100b) is designed for IT professionals without previous cloud application deployment experience to learn basic Kubernetes skills. This course is the second course of a three-course specialization. In this specialization, you will run, deploy, and test containerized applications with zero-downtime releases.",https://www.coursera.org/learn/managing-cloud-native-applications-with-kubernetes?specialization=cloud-native-development-openshift-kubernetes,manage cloud native applications kubernetes design professional previous cloud application deployment experience learn basic kubernetes skill course second course course specialization specialization run deploy test containerize application zero downtime release
2787,Character Design for Video Games,"In this course you will explore concepts and approaches involved in creating successful character designs that can be applied to video games. Following a first week delving into some foundational concepts for successful character design, each of the remaining three weeks are structured as a master class where you will observe three professional character designers at work in the studio: Andy Ristaino (Adventure Time), Jacky Ke Jiang (Journey), and Robertryan Cory (SpongeBob SquarePants). Each designer will take on two different design challenges on the fly and address the various issues in designing characters for games, such as movement, expression, and technical limitations. At the end of each week you will have an opportunity to try out some of the concepts from that week's lesson on characters of your own design. ",https://www.coursera.org/learn/game-character-design?specialization=game-design,course explore concept approach involve create successful character design apply video game follow week delve foundational concept successful character design remain week structure master class observe professional character designer work studio andy ristaino adventure time jacky ke jiang journey robertryan cory spongebob squarepants designer different design challenge fly address issue design character game movement expression technical limitation end week opportunity try concept week lesson character design
2789,AWS Fundamentals: Migrating to the Cloud,"This introductory course is for anyone who wants a deeper dive into AWS migration. Whether you want to understand what services are helpful, need to plan a migration for your organization, or are helping other groups with their own migration, you will find valuable information throughout this course. The course sessions structure cloud migration through the three-phase migration process from AWS: assess, mobilize, and migrate and modernize. This process is designed to help your organization approach and implement a migration of tens, hundreds, or thousands of applications. By learning about this three-phase structure—and the various AWS tools, features, and services that can help you during each phase—you will complete this course with a better understanding of how to design and implement migrations to AWS.",https://www.coursera.org/learn/aws-fundamentals-migrating-to-the-cloud?specialization=aws-fundamentals,introductory course want deep dive aws migration want understand service helpful need plan migration organization help group migration find valuable information course course session structure cloud migration phase migration process aws assess mobilize migrate modernize process design help organization approach implement migration thousand application learn phase structure aws tool feature service help phase complete course understanding design implement migration aws
2790,Spanish Vocabulary: Cultural Experience,"¡Bienvenidos! This second course in the specialization will build on the basic vocabulary you learned in the first course, and you will begin to build the skills necessary to express your likes and dislikes orally and in writing. You’ll also begin to explore the some of the common cultural experiences of the Spanish-speaking world through a visit to the marketplace. A series of interactive activities and videos will provide opportunities for practice and continued exploration of the cultural context of the Spanish-speaking world.",https://www.coursera.org/learn/spanish-vocabulary-cultural-experience?specialization=learn-spanish,bienvenido second course specialization build basic vocabulary learn course begin build skill necessary express like dislike orally writing begin explore common cultural experience spanish speak world visit marketplace series interactive activity video provide opportunity practice continue exploration cultural context spanish speak world
2791,"Recruiting, Hiring, and Onboarding Employees","Finding and hiring the right people is often cited as the number one concern of businesses today. It seems we are all competing for the best and brightest workers.  As you will see in our time together in the second course, a critical component of the People Manager Value Proposition is to hire talented people who enable the organization to achieve its strategic goals. This course is an introduction into the topic of recruitment, selection and onboarding. ",https://www.coursera.org/learn/recruiting-hiring-onboarding-employees?specialization=human-resource-management,find hire right people cite number concern business today compete good bright worker time second course critical component people manager value proposition hire talented people enable organization achieve strategic goal course introduction topic recruitment selection onboarding
2793,Number Theory and Cryptography,"A prominent expert in the number theory Godfrey Hardy described it in the beginning of 20th century as one of the most obviously useless branches of Pure Mathematics”. Just 30 years after his death, an algorithm for encryption of secret messages was developed using achievements of number theory. It was called RSA after the names of its authors, and its implementation is probably the most frequently used computer program in the world nowadays. Without it, nobody would be able to make secure payments over the internet, or even log in securely to e-mail and other personal services. In this course we will start with the basics of the number theory and get to cryptographic protocols based on it. By the end, you will be able to apply the basics of the number theory to encrypt and decrypt messages, and to break the code if one applies RSA carelessly. You will even pass a cryptographic quest!",https://www.coursera.org/learn/number-theory-cryptography?specialization=discrete-mathematics,prominent expert number theory godfrey hardy describe beginning century obviously useless branch pure mathematics year death algorithm encryption secret message develop use achievement number theory rsa author implementation probably frequently use computer program world nowadays able secure payment internet log securely e mail personal service course start basic number theory cryptographic protocol base end able apply basic number theory encrypt decrypt message break code apply rsa carelessly pass cryptographic quest
2794,Analysis for Business Systems,"Most often, organizations acquire information systems as part of a larger focus on process improvement and efficiency. These organizations need to invest in the right system to meet their needs: right functionality, right size, and for the right price. The business systems analyst role in most organizations is responsible for translating the organization’s needs into requirements, which are then used to select or build the right system for the organization.",https://www.coursera.org/learn/analysis-for-business-systems?specialization=information-systems,organization acquire information system large focus process improvement efficiency organization need invest right system meet need right functionality right size right price business system analyst role organization responsible translate organization need requirement use select build right system organization
2795,Forecasting Skills: See the Future Before it Happens,"For many people, the future comes as a surprise – or even a shock. But with strong forecasting skills, YOU can avoid future shock. You can adapt faster, and become better prepared to benefit from change.",https://www.coursera.org/learn/forecasting-skills?specialization=futures-thinking,people future come surprise shock strong forecasting skill avoid future shock adapt fast prepared benefit change
2796,Managing Machine Learning Projects with Google Cloud,"Business professionals in non-technical roles have a unique opportunity to lead or influence machine learning projects. If you have questions about machine learning and want to understand how to use it, without the technical jargon, this course is for you. Learn how to translate business problems into machine learning use cases and vet them for feasibility and impact. Find out how you can discover unexpected use cases, recognize the phases of an ML project and considerations within each, and gain confidence to propose a custom ML use case to your team or leadership or translate the requirements to a technical team.",https://www.coursera.org/learn/machine-learning-business-professionals?specialization=digital-transformation-using-ai-ml-with-google-cloud,business professional non technical role unique opportunity lead influence machine learning project question machine learning want understand use technical jargon course learn translate business problem machine learning use case vet feasibility impact find discover unexpected use case recognize phase ml project consideration gain confidence propose custom ml use case team leadership translate requirement technical team
2797,Exploring and Producing Data for Business Decision Making,"This course provides an analytical framework to help you evaluate key problems in a structured fashion and will equip you with tools to better manage the uncertainties that pervade and complicate business processes. Specifically, you   will learn how to summarize data and learn concepts of frequency, normal distribution, statistical studies, sampling, and confidence intervals.",https://www.coursera.org/learn/business-data?specialization=managerial-economics-business-analysis,course provide analytical framework help evaluate key problem structured fashion equip tool manage uncertainty pervade complicate business process specifically learn summarize datum learn concept frequency normal distribution statistical study sampling confidence interval
